itemset support
"ASCEN_2 CATL_1 NPERR_4 SANI_2 ==> INAT_11" " 223522 #CONF: 0.9090251004506044"
"ASCEN_2 CATL_1 INAT_11 NPERR_4 ==> SANI_2" " 223522 #CONF: 0.9821602762960164"
"INAT_11 NPERR_4 SANI_2 ==> ASCEN_2 CATL_1" " 223522 #CONF: 0.9131136357137313"
"CATL_1 INAT_11 NPERR_4 ==> ASCEN_2 SANI_2" " 223522 #CONF: 0.8948969868761361"
"ASCEN_2 NPERR_4 SANI_2 ==> CATL_1 INAT_11" " 223522 #CONF: 0.9090251004506044"
"ASCEN_2 INAT_11 NPERR_4 ==> CATL_1 SANI_2" " 223522 #CONF: 0.9821602762960164"
"ASCEN_2 CATL_1 NPERR_4 ==> INAT_11 SANI_2" " 223522 #CONF: 0.889321238163444"
"INAT_11 NPERR_4 ==> ASCEN_2 CATL_1 SANI_2" " 223522 #CONF: 0.8948969868761361"
"ASCEN_2 NPERR_4 ==> CATL_1 INAT_11 SANI_2" " 223522 #CONF: 0.889321238163444"
"CATL_1 INAT_11 SANI_2 SEXE_1 ==> ASCEN_2" " 512694 #CONF: 0.8587839195979899"
"ASCEN_2 INAT_11 SANI_2 SEXE_1 ==> CATL_1" " 512694 #CONF: 1.0"
"ASCEN_2 CATL_1 SANI_2 SEXE_1 ==> INAT_11" " 512694 #CONF: 0.8977024012550822"
"ASCEN_2 CATL_1 INAT_11 SEXE_1 ==> SANI_2" " 512694 #CONF: 0.9737962734334935"
"INAT_11 SANI_2 SEXE_1 ==> ASCEN_2 CATL_1" " 512694 #CONF: 0.8587839195979899"
"ASCEN_2 SANI_2 SEXE_1 ==> CATL_1 INAT_11" " 512694 #CONF: 0.8977024012550822"
"ASCEN_2 INAT_11 SEXE_1 ==> CATL_1 SANI_2" " 512694 #CONF: 0.9737962734334935"
"ASCEN_2 CATL_1 SEXE_1 ==> INAT_11 SANI_2" " 512694 #CONF: 0.8708962335462895"
"ASCEN_2 SEXE_1 ==> CATL_1 INAT_11 SANI_2" " 512694 #CONF: 0.8708962335462895"
"ASCEN_2 INAT_11 SANI_2 SEXE_2 ==> CATL_1" " 536329 #CONF: 1.0"
"ASCEN_2 CATL_1 SANI_2 SEXE_2 ==> INAT_11" " 536329 #CONF: 0.8964320157514796"
"ASCEN_2 CATL_1 INAT_11 SEXE_2 ==> SANI_2" " 536329 #CONF: 0.9762636770549485"
"ASCEN_2 SANI_2 SEXE_2 ==> CATL_1 INAT_11" " 536329 #CONF: 0.8964320157514796"
"ASCEN_2 INAT_11 SEXE_2 ==> CATL_1 SANI_2" " 536329 #CONF: 0.9762636770549485"
"ASCEN_2 CATL_1 SEXE_2 ==> INAT_11 SANI_2" " 536329 #CONF: 0.8718755283315777"
"ASCEN_2 SEXE_2 ==> CATL_1 INAT_11 SANI_2" " 536329 #CONF: 0.8718755283315777"
"CATL_1 INAT_11 SANI_2 STOCD_10 ==> ASCEN_2" " 671423 #CONF: 0.9346921217925873"
"ASCEN_2 INAT_11 SANI_2 STOCD_10 ==> CATL_1" " 671423 #CONF: 1.0"
"ASCEN_2 CATL_1 SANI_2 STOCD_10 ==> INAT_11" " 671423 #CONF: 0.9226277913893771"
"ASCEN_2 CATL_1 INAT_11 STOCD_10 ==> SANI_2" " 671423 #CONF: 0.9805832474098826"
"INAT_11 SANI_2 STOCD_10 ==> ASCEN_2 CATL_1" " 671423 #CONF: 0.9346921217925873"
"CATL_1 SANI_2 STOCD_10 ==> ASCEN_2 INAT_11" " 671423 #CONF: 0.8597934210256726"
"CATL_1 INAT_11 STOCD_10 ==> ASCEN_2 SANI_2" " 671423 #CONF: 0.9165008176425141"
"ASCEN_2 SANI_2 STOCD_10 ==> CATL_1 INAT_11" " 671423 #CONF: 0.9226277913893771"
"ASCEN_2 INAT_11 STOCD_10 ==> CATL_1 SANI_2" " 671423 #CONF: 0.9805832474098826"
"ASCEN_2 CATL_1 STOCD_10 ==> INAT_11 SANI_2" " 671423 #CONF: 0.9031118225043883"
"SANI_2 STOCD_10 ==> ASCEN_2 CATL_1 INAT_11" " 671423 #CONF: 0.8597934210256726"
"INAT_11 STOCD_10 ==> ASCEN_2 CATL_1 SANI_2" " 671423 #CONF: 0.9165008176425141"
"ASCEN_2 STOCD_10 ==> CATL_1 INAT_11 SANI_2" " 671423 #CONF: 0.9031118225043883"
"CATL_1 INAT_11 SANI_2 SURF_5 ==> ASCEN_2" " 269504 #CONF: 0.8658707413928264"
"ASCEN_2 INAT_11 SANI_2 SURF_5 ==> CATL_1" " 269504 #CONF: 1.0"
"ASCEN_2 CATL_1 SANI_2 SURF_5 ==> INAT_11" " 269504 #CONF: 0.8970549075997231"
"ASCEN_2 CATL_1 INAT_11 SURF_5 ==> SANI_2" " 269504 #CONF: 0.9746310380118545"
"INAT_11 SANI_2 SURF_5 ==> ASCEN_2 CATL_1" " 269504 #CONF: 0.8658707413928264"
"ASCEN_2 SANI_2 SURF_5 ==> CATL_1 INAT_11" " 269504 #CONF: 0.8970549075997231"
"ASCEN_2 INAT_11 SURF_5 ==> CATL_1 SANI_2" " 269504 #CONF: 0.9746310380118545"
"ASCEN_2 CATL_1 SURF_5 ==> INAT_11 SANI_2" " 269504 #CONF: 0.8709832754302335"
"ASCEN_2 SURF_5 ==> CATL_1 INAT_11 SANI_2" " 269504 #CONF: 0.8709832754302335"
"CATL_1 INAT_11 SANI_2 SURF_6 ==> ASCEN_2" " 227544 #CONF: 0.9400042137094275"
"ASCEN_2 INAT_11 SANI_2 SURF_6 ==> CATL_1" " 227544 #CONF: 1.0"
"ASCEN_2 CATL_1 SANI_2 SURF_6 ==> INAT_11" " 227544 #CONF: 0.9205077793150319"
"ASCEN_2 CATL_1 INAT_11 SURF_6 ==> SANI_2" " 227544 #CONF: 0.9820884442411111"
"INAT_11 SANI_2 SURF_6 ==> ASCEN_2 CATL_1" " 227544 #CONF: 0.9400042137094275"
"CATL_1 SANI_2 SURF_6 ==> ASCEN_2 INAT_11" " 227544 #CONF: 0.859681733689985"
"CATL_1 INAT_11 SURF_6 ==> ASCEN_2 SANI_2" " 227544 #CONF: 0.9227961602881001"
"ASCEN_2 SANI_2 SURF_6 ==> CATL_1 INAT_11" " 227544 #CONF: 0.9205077793150319"
"ASCEN_2 INAT_11 SURF_6 ==> CATL_1 SANI_2" " 227544 #CONF: 0.9820884442411111"
"ASCEN_2 CATL_1 SURF_6 ==> INAT_11 SANI_2" " 227544 #CONF: 0.901928763387584"
"SANI_2 SURF_6 ==> ASCEN_2 CATL_1 INAT_11" " 227544 #CONF: 0.859681733689985"
"INAT_11 SURF_6 ==> ASCEN_2 CATL_1 SANI_2" " 227544 #CONF: 0.9227961602881001"
"ASCEN_2 SURF_6 ==> CATL_1 INAT_11 SANI_2" " 227544 #CONF: 0.901928763387584"
"CATL_1 INAT_11 SANI_2 SURF_7 ==> ASCEN_2" " 279273 #CONF: 0.976769319553014"
"ASCEN_2 INAT_11 SANI_2 SURF_7 ==> CATL_1" " 279273 #CONF: 1.0"
"ASCEN_2 CATL_1 SANI_2 SURF_7 ==> INAT_11" " 279273 #CONF: 0.9304819782899866"
"ASCEN_2 CATL_1 INAT_11 SURF_7 ==> SANI_2" " 279273 #CONF: 0.988899039687261"
"INAT_11 SANI_2 SURF_7 ==> ASCEN_2 CATL_1" " 279273 #CONF: 0.976769319553014"
"CATL_1 SANI_2 SURF_7 ==> ASCEN_2 INAT_11" " 279273 #CONF: 0.9073344271349437"
"CATL_1 INAT_11 SURF_7 ==> ASCEN_2 SANI_2" " 279273 #CONF: 0.9658278979367396"
"ASCEN_2 SANI_2 SURF_7 ==> CATL_1 INAT_11" " 279273 #CONF: 0.9304819782899866"
"ASCEN_2 INAT_11 SURF_7 ==> CATL_1 SANI_2" " 279273 #CONF: 0.988899039687261"
"ASCEN_2 CATL_1 SURF_7 ==> INAT_11 SANI_2" " 279273 #CONF: 0.918721626422791"
"SANI_2 SURF_7 ==> ASCEN_2 CATL_1 INAT_11" " 279273 #CONF: 0.9073344271349437"
"INAT_11 SURF_7 ==> ASCEN_2 CATL_1 SANI_2" " 279273 #CONF: 0.9658278979367396"
"CATL_1 SURF_7 ==> ASCEN_2 INAT_11 SANI_2" " 279273 #CONF: 0.8956770504263938"
"ASCEN_2 SURF_7 ==> CATL_1 INAT_11 SANI_2" " 279273 #CONF: 0.918721626422791"
"SURF_7 ==> ASCEN_2 CATL_1 INAT_11 SANI_2" " 279273 #CONF: 0.8956770504263938"
"CATL_1 INAT_11 SANI_2 TACT_11 ==> ASCEN_2" " 435508 #CONF: 0.8622845070812948"
"ASCEN_2 INAT_11 SANI_2 TACT_11 ==> CATL_1" " 435508 #CONF: 1.0"
"ASCEN_2 CATL_1 SANI_2 TACT_11 ==> INAT_11" " 435508 #CONF: 0.9046396463765226"
"ASCEN_2 CATL_1 INAT_11 TACT_11 ==> SANI_2" " 435508 #CONF: 0.9793893490272627"
"INAT_11 SANI_2 TACT_11 ==> ASCEN_2 CATL_1" " 435508 #CONF: 0.8622845070812948"
"ASCEN_2 SANI_2 TACT_11 ==> CATL_1 INAT_11" " 435508 #CONF: 0.9046396463765226"
"ASCEN_2 INAT_11 TACT_11 ==> CATL_1 SANI_2" " 435508 #CONF: 0.9793893490272627"
"ASCEN_2 CATL_1 TACT_11 ==> INAT_11 SANI_2" " 435508 #CONF: 0.8830161900224045"
"ASCEN_2 TACT_11 ==> CATL_1 INAT_11 SANI_2" " 435508 #CONF: 0.8830161900224045"
"ASCEN_2 INAT_11 SANI_2 TACT_21 ==> CATL_1" " 224124 #CONF: 1.0"
"ASCEN_2 CATL_1 SANI_2 TACT_21 ==> INAT_11" " 224124 #CONF: 0.9008597647002078"
"ASCEN_2 CATL_1 INAT_11 TACT_21 ==> SANI_2" " 224124 #CONF: 0.972899764289156"
"ASCEN_2 SANI_2 TACT_21 ==> CATL_1 INAT_11" " 224124 #CONF: 0.9008597647002078"
"ASCEN_2 INAT_11 TACT_21 ==> CATL_1 SANI_2" " 224124 #CONF: 0.972899764289156"
"ASCEN_2 CATL_1 TACT_21 ==> INAT_11 SANI_2" " 224124 #CONF: 0.8750195208795327"
"ASCEN_2 TACT_21 ==> CATL_1 INAT_11 SANI_2" " 224124 #CONF: 0.8750195208795327"
"CATL_1 INAT_11 SEXE_1 STOCD_10 ==> ASCEN_2" " 337439 #CONF: 0.9405493243544575"
"ASCEN_2 INAT_11 SEXE_1 STOCD_10 ==> CATL_1" " 337439 #CONF: 1.0"
"ASCEN_2 CATL_1 SEXE_1 STOCD_10 ==> INAT_11" " 337439 #CONF: 0.9227838928009845"
"INAT_11 SEXE_1 STOCD_10 ==> ASCEN_2 CATL_1" " 337439 #CONF: 0.9405493243544575"
"CATL_1 SEXE_1 STOCD_10 ==> ASCEN_2 INAT_11" " 337439 #CONF: 0.8651771818585058"
"ASCEN_2 SEXE_1 STOCD_10 ==> CATL_1 INAT_11" " 337439 #CONF: 0.9227838928009845"
"SEXE_1 STOCD_10 ==> ASCEN_2 CATL_1 INAT_11" " 337439 #CONF: 0.8651771818585058"
"CATL_1 INAT_11 SEXE_1 TACT_11 ==> ASCEN_2" " 230919 #CONF: 0.8686619042782499"
"ASCEN_2 INAT_11 SEXE_1 TACT_11 ==> CATL_1" " 230919 #CONF: 1.0"
"ASCEN_2 CATL_1 SEXE_1 TACT_11 ==> INAT_11" " 230919 #CONF: 0.8945390733043314"
"INAT_11 SEXE_1 TACT_11 ==> ASCEN_2 CATL_1" " 230919 #CONF: 0.8567532872280431"
"ASCEN_2 SEXE_1 TACT_11 ==> CATL_1 INAT_11" " 230919 #CONF: 0.8945390733043314"
"CATL_1 INAT_11 SEXE_2 STOCD_10 ==> ASCEN_2" " 347279 #CONF: 0.9289856778287224"
"ASCEN_2 INAT_11 SEXE_2 STOCD_10 ==> CATL_1" " 347279 #CONF: 1.0"
"ASCEN_2 CATL_1 SEXE_2 STOCD_10 ==> INAT_11" " 347279 #CONF: 0.9192625337498015"
"INAT_11 SEXE_2 STOCD_10 ==> ASCEN_2 CATL_1" " 347279 #CONF: 0.9289856778287224"
"CATL_1 SEXE_2 STOCD_10 ==> ASCEN_2 INAT_11" " 347279 #CONF: 0.8511343834478297"
"ASCEN_2 SEXE_2 STOCD_10 ==> CATL_1 INAT_11" " 347279 #CONF: 0.9192625337498015"
"SEXE_2 STOCD_10 ==> ASCEN_2 CATL_1 INAT_11" " 347279 #CONF: 0.8511343834478297"
"CATL_1 INAT_11 STOCD_10 SURF_7 ==> ASCEN_2" " 254383 #CONF: 0.9831037081409055"
"ASCEN_2 INAT_11 STOCD_10 SURF_7 ==> CATL_1" " 254383 #CONF: 1.0"
"ASCEN_2 CATL_1 STOCD_10 SURF_7 ==> INAT_11" " 254383 #CONF: 0.9321882970302835"
"ASCEN_2 CATL_1 INAT_11 SURF_7 ==> STOCD_10" " 254383 #CONF: 0.9007641426588482"
"INAT_11 STOCD_10 SURF_7 ==> ASCEN_2 CATL_1" " 254383 #CONF: 0.9831037081409055"
"CATL_1 STOCD_10 SURF_7 ==> ASCEN_2 INAT_11" " 254383 #CONF: 0.9161342600929161"
"CATL_1 INAT_11 SURF_7 ==> ASCEN_2 STOCD_10" " 254383 #CONF: 0.8797491993885611"
"ASCEN_2 STOCD_10 SURF_7 ==> CATL_1 INAT_11" " 254383 #CONF: 0.9321882970302835"
"ASCEN_2 INAT_11 SURF_7 ==> CATL_1 STOCD_10" " 254383 #CONF: 0.9007641426588482"
"STOCD_10 SURF_7 ==> ASCEN_2 CATL_1 INAT_11" " 254383 #CONF: 0.9161342600929161"
"INAT_11 SURF_7 ==> ASCEN_2 CATL_1 STOCD_10" " 254383 #CONF: 0.8797491993885611"
"CATL_1 INAT_11 STOCD_10 TACT_11 ==> ASCEN_2" " 288936 #CONF: 0.9370026138110402"
"ASCEN_2 INAT_11 STOCD_10 TACT_11 ==> CATL_1" " 288936 #CONF: 1.0"
"ASCEN_2 CATL_1 STOCD_10 TACT_11 ==> INAT_11" " 288936 #CONF: 0.9179332079499822"
"INAT_11 STOCD_10 TACT_11 ==> ASCEN_2 CATL_1" " 288936 #CONF: 0.9370026138110402"
"CATL_1 STOCD_10 TACT_11 ==> ASCEN_2 INAT_11" " 288936 #CONF: 0.8564314762339494"
"ASCEN_2 STOCD_10 TACT_11 ==> CATL_1 INAT_11" " 288936 #CONF: 0.9179332079499822"
"STOCD_10 TACT_11 ==> ASCEN_2 CATL_1 INAT_11" " 288936 #CONF: 0.8564314762339494"
"CATL_1 MODV_11 NA38_ZZ SANI_2 ==> ASCEN_2" " 231396 #CONF: 0.8788135432293348"
"ASCEN_2 MODV_11 NA38_ZZ SANI_2 ==> CATL_1" " 231396 #CONF: 1.0"
"ASCEN_2 CATL_1 MODV_11 SANI_2 ==> NA38_ZZ" " 231396 #CONF: 0.8920569322580147"
"ASCEN_2 CATL_1 MODV_11 NA38_ZZ ==> SANI_2" " 231396 #CONF: 0.9736102462258276"
"MODV_11 NA38_ZZ SANI_2 ==> ASCEN_2 CATL_1" " 231396 #CONF: 0.8788135432293348"
"CATL_1 MODV_11 NA38_ZZ ==> ASCEN_2 SANI_2" " 231396 #CONF: 0.8517382902364958"
"ASCEN_2 MODV_11 SANI_2 ==> CATL_1 NA38_ZZ" " 231396 #CONF: 0.8920569322580147"
"ASCEN_2 MODV_11 NA38_ZZ ==> CATL_1 SANI_2" " 231396 #CONF: 0.9736102462258276"
"ASCEN_2 CATL_1 MODV_11 ==> NA38_ZZ SANI_2" " 231396 #CONF: 0.8686362100679454"
"MODV_11 NA38_ZZ ==> ASCEN_2 CATL_1 SANI_2" " 231396 #CONF: 0.8517382902364958"
"ASCEN_2 MODV_11 ==> CATL_1 NA38_ZZ SANI_2" " 231396 #CONF: 0.8686362100679454"
"CATL_1 MODV_40 NPERR_2 SANI_2 ==> ASCEN_2" " 236978 #CONF: 0.8956998635537262"
"ASCEN_2 MODV_40 NPERR_2 SANI_2 ==> CATL_1" " 236978 #CONF: 1.0"
"ASCEN_2 CATL_1 MODV_40 SANI_2 ==> NPERR_2" " 236978 #CONF: 0.971368609174342"
"ASCEN_2 CATL_1 MODV_40 NPERR_2 ==> SANI_2" " 236978 #CONF: 0.9780516393171989"
"MODV_40 NPERR_2 SANI_2 ==> ASCEN_2 CATL_1" " 236978 #CONF: 0.8956998635537262"
"CATL_1 MODV_40 SANI_2 ==> ASCEN_2 NPERR_2" " 236978 #CONF: 0.8708712460862279"
"CATL_1 MODV_40 NPERR_2 ==> ASCEN_2 SANI_2" " 236978 #CONF: 0.8758537594985364"
"ASCEN_2 MODV_40 SANI_2 ==> CATL_1 NPERR_2" " 236978 #CONF: 0.971368609174342"
"ASCEN_2 MODV_40 NPERR_2 ==> CATL_1 SANI_2" " 236978 #CONF: 0.9780516393171989"
"ASCEN_2 CATL_1 MODV_40 ==> NPERR_2 SANI_2" " 236978 #CONF: 0.9497278797059978"
"MODV_40 SANI_2 ==> ASCEN_2 CATL_1 NPERR_2" " 236978 #CONF: 0.8708712460862279"
"MODV_40 NPERR_2 ==> ASCEN_2 CATL_1 SANI_2" " 236978 #CONF: 0.8758537594985364"
"CATL_1 MODV_40 ==> ASCEN_2 NPERR_2 SANI_2" " 236978 #CONF: 0.8513119324060237"
"ASCEN_2 MODV_40 ==> CATL_1 NPERR_2 SANI_2" " 236978 #CONF: 0.9497278797059978"
"MODV_40 ==> ASCEN_2 CATL_1 NPERR_2 SANI_2" " 236978 #CONF: 0.8513119324060237"
"ASCEN_2 NA38_ZZ SANI_2 SEXE_1 ==> CATL_1" " 319782 #CONF: 1.0"
"ASCEN_2 CATL_1 NA38_ZZ SEXE_1 ==> SANI_2" " 319782 #CONF: 0.9674122836208305"
"ASCEN_2 NA38_ZZ SEXE_1 ==> CATL_1 SANI_2" " 319782 #CONF: 0.9674122836208305"
"ASCEN_2 NA38_ZZ SANI_2 SEXE_2 ==> CATL_1" " 368213 #CONF: 1.0"
"ASCEN_2 CATL_1 NA38_ZZ SEXE_2 ==> SANI_2" " 368213 #CONF: 0.9687725280334244"
"ASCEN_2 NA38_ZZ SEXE_2 ==> CATL_1 SANI_2" " 368213 #CONF: 0.9687725280334244"
"CATL_1 NA38_ZZ SANI_2 STOCD_10 ==> ASCEN_2" " 418603 #CONF: 0.9307977097114903"
"ASCEN_2 NA38_ZZ SANI_2 STOCD_10 ==> CATL_1" " 418603 #CONF: 1.0"
"ASCEN_2 CATL_1 NA38_ZZ STOCD_10 ==> SANI_2" " 418603 #CONF: 0.9764770100329611"
"NA38_ZZ SANI_2 STOCD_10 ==> ASCEN_2 CATL_1" " 418603 #CONF: 0.9307977097114903"
"CATL_1 NA38_ZZ STOCD_10 ==> ASCEN_2 SANI_2" " 418603 #CONF: 0.9086830051880956"
"ASCEN_2 NA38_ZZ STOCD_10 ==> CATL_1 SANI_2" " 418603 #CONF: 0.9764770100329611"
"NA38_ZZ STOCD_10 ==> ASCEN_2 CATL_1 SANI_2" " 418603 #CONF: 0.9086830051880956"
"ASCEN_2 NA38_ZZ SANI_2 TACT_21 ==> CATL_1" " 248789 #CONF: 1.0"
"ASCEN_2 CATL_1 SANI_2 TACT_21 ==> NA38_ZZ" " 248789 #CONF: 1.0"
"ASCEN_2 CATL_1 NA38_ZZ TACT_21 ==> SANI_2" " 248789 #CONF: 0.9713160196145798"
"ASCEN_2 SANI_2 TACT_21 ==> CATL_1 NA38_ZZ" " 248789 #CONF: 1.0"
"ASCEN_2 NA38_ZZ TACT_21 ==> CATL_1 SANI_2" " 248789 #CONF: 0.9713160196145798"
"ASCEN_2 CATL_1 TACT_21 ==> NA38_ZZ SANI_2" " 248789 #CONF: 0.9713160196145798"
"ASCEN_2 TACT_21 ==> CATL_1 NA38_ZZ SANI_2" " 248789 #CONF: 0.9713160196145798"
"CATL_1 NA38_ZZ SEXE_2 STOCD_10 ==> ASCEN_2" " 227929 #CONF: 0.9240389838891456"
"ASCEN_2 NA38_ZZ SEXE_2 STOCD_10 ==> CATL_1" " 227929 #CONF: 1.0"
"NA38_ZZ SEXE_2 STOCD_10 ==> ASCEN_2 CATL_1" " 227929 #CONF: 0.9240389838891456"
"CATL_1 NBPI_5 SANI_2 STOCD_10 ==> ASCEN_2" " 235352 #CONF: 0.96082826080744"
"ASCEN_2 NBPI_5 SANI_2 STOCD_10 ==> CATL_1" " 235352 #CONF: 1.0"
"ASCEN_2 CATL_1 NBPI_5 STOCD_10 ==> SANI_2" " 235352 #CONF: 0.9823278488726387"
"NBPI_5 SANI_2 STOCD_10 ==> ASCEN_2 CATL_1" " 235352 #CONF: 0.96082826080744"
"CATL_1 NBPI_5 STOCD_10 ==> ASCEN_2 SANI_2" " 235352 #CONF: 0.9436463290926077"
"ASCEN_2 NBPI_5 STOCD_10 ==> CATL_1 SANI_2" " 235352 #CONF: 0.9823278488726387"
"NBPI_5 STOCD_10 ==> ASCEN_2 CATL_1 SANI_2" " 235352 #CONF: 0.9436463290926077"
"CATL_1 NPERR_2 SANI_2 STOCD_10 ==> ASCEN_2" " 241022 #CONF: 0.9276998991555238"
"ASCEN_2 NPERR_2 SANI_2 STOCD_10 ==> CATL_1" " 241022 #CONF: 1.0"
"ASCEN_2 CATL_1 NPERR_2 STOCD_10 ==> SANI_2" " 241022 #CONF: 0.9790239899913074"
"NPERR_2 SANI_2 STOCD_10 ==> ASCEN_2 CATL_1" " 241022 #CONF: 0.9276998991555238"
"CATL_1 NPERR_2 STOCD_10 ==> ASCEN_2 SANI_2" " 241022 #CONF: 0.9085022013147579"
"ASCEN_2 NPERR_2 STOCD_10 ==> CATL_1 SANI_2" " 241022 #CONF: 0.9790239899913074"
"NPERR_2 STOCD_10 ==> ASCEN_2 CATL_1 SANI_2" " 241022 #CONF: 0.9085022013147579"
"CATL_1 SANI_2 SEXE_1 STOCD_10 ==> ASCEN_2" " 357791 #CONF: 0.9379589311508243"
"ASCEN_2 SANI_2 SEXE_1 STOCD_10 ==> CATL_1" " 357791 #CONF: 1.0"
"ASCEN_2 CATL_1 SEXE_1 STOCD_10 ==> SANI_2" " 357791 #CONF: 0.9784398714705681"
"SANI_2 SEXE_1 STOCD_10 ==> ASCEN_2 CATL_1" " 357791 #CONF: 0.9379589311508243"
"CATL_1 SEXE_1 STOCD_10 ==> ASCEN_2 SANI_2" " 357791 #CONF: 0.9173587198703667"
"ASCEN_2 SEXE_1 STOCD_10 ==> CATL_1 SANI_2" " 357791 #CONF: 0.9784398714705681"
"SEXE_1 STOCD_10 ==> ASCEN_2 CATL_1 SANI_2" " 357791 #CONF: 0.9173587198703667"
"CATL_1 SANI_2 SEXE_1 TACT_11 ==> ASCEN_2" " 251336 #CONF: 0.8556759995642227"
"ASCEN_2 SANI_2 SEXE_1 TACT_11 ==> CATL_1" " 251336 #CONF: 1.0"
"ASCEN_2 CATL_1 SEXE_1 TACT_11 ==> SANI_2" " 251336 #CONF: 0.9736308945042089"
"SANI_2 SEXE_1 TACT_11 ==> ASCEN_2 CATL_1" " 251336 #CONF: 0.8556759995642227"
"ASCEN_2 SEXE_1 TACT_11 ==> CATL_1 SANI_2" " 251336 #CONF: 0.9736308945042089"
"CATL_1 SANI_2 SEXE_2 STOCD_10 ==> ASCEN_2" " 369938 #CONF: 0.9261068205429899"
"ASCEN_2 SANI_2 SEXE_2 STOCD_10 ==> CATL_1" " 369938 #CONF: 1.0"
"ASCEN_2 CATL_1 SEXE_2 STOCD_10 ==> SANI_2" " 369938 #CONF: 0.9792418868124305"
"SANI_2 SEXE_2 STOCD_10 ==> ASCEN_2 CATL_1" " 369938 #CONF: 0.9261068205429899"
"CATL_1 SEXE_2 STOCD_10 ==> ASCEN_2 SANI_2" " 369938 #CONF: 0.9066685620032401"
"ASCEN_2 SEXE_2 STOCD_10 ==> CATL_1 SANI_2" " 369938 #CONF: 0.9792418868124305"
"SEXE_2 STOCD_10 ==> ASCEN_2 CATL_1 SANI_2" " 369938 #CONF: 0.9066685620032401"
"ASCEN_2 SANI_2 SEXE_2 TACT_11 ==> CATL_1" " 230080 #CONF: 1.0"
"ASCEN_2 CATL_1 SEXE_2 TACT_11 ==> SANI_2" " 230080 #CONF: 0.978805591716228"
"ASCEN_2 SEXE_2 TACT_11 ==> CATL_1 SANI_2" " 230080 #CONF: 0.978805591716228"
"CATL_1 SANI_2 STOCD_10 SURF_7 ==> ASCEN_2" " 269680 #CONF: 0.982741531106058"
"ASCEN_2 SANI_2 STOCD_10 SURF_7 ==> CATL_1" " 269680 #CONF: 1.0"
"ASCEN_2 CATL_1 STOCD_10 SURF_7 ==> SANI_2" " 269680 #CONF: 0.9882442613819589"
"ASCEN_2 CATL_1 SANI_2 SURF_7 ==> STOCD_10" " 269680 #CONF: 0.898520014126835"
"SANI_2 STOCD_10 SURF_7 ==> ASCEN_2 CATL_1" " 269680 #CONF: 0.982741531106058"
"CATL_1 STOCD_10 SURF_7 ==> ASCEN_2 SANI_2" " 269680 #CONF: 0.9712248352360716"
"CATL_1 SANI_2 SURF_7 ==> ASCEN_2 STOCD_10" " 269680 #CONF: 0.8761675790704853"
"ASCEN_2 STOCD_10 SURF_7 ==> CATL_1 SANI_2" " 269680 #CONF: 0.9882442613819589"
"ASCEN_2 SANI_2 SURF_7 ==> CATL_1 STOCD_10" " 269680 #CONF: 0.898520014126835"
"ASCEN_2 CATL_1 SURF_7 ==> SANI_2 STOCD_10" " 269680 #CONF: 0.8871636291861307"
"STOCD_10 SURF_7 ==> ASCEN_2 CATL_1 SANI_2" " 269680 #CONF: 0.9712248352360716"
"SANI_2 SURF_7 ==> ASCEN_2 CATL_1 STOCD_10" " 269680 #CONF: 0.8761675790704853"
"CATL_1 SURF_7 ==> ASCEN_2 SANI_2 STOCD_10" " 269680 #CONF: 0.8649106321018855"
"ASCEN_2 SURF_7 ==> CATL_1 SANI_2 STOCD_10" " 269680 #CONF: 0.8871636291861307"
"SURF_7 ==> ASCEN_2 CATL_1 SANI_2 STOCD_10" " 269680 #CONF: 0.8649106321018855"
"CATL_1 SANI_2 STOCD_10 TACT_11 ==> ASCEN_2" " 309126 #CONF: 0.9333880858850137"
"ASCEN_2 SANI_2 STOCD_10 TACT_11 ==> CATL_1" " 309126 #CONF: 1.0"
"ASCEN_2 CATL_1 STOCD_10 TACT_11 ==> SANI_2" " 309126 #CONF: 0.9820756874904691"
"SANI_2 STOCD_10 TACT_11 ==> ASCEN_2 CATL_1" " 309126 #CONF: 0.9333880858850137"
"CATL_1 STOCD_10 TACT_11 ==> ASCEN_2 SANI_2" " 309126 #CONF: 0.9162763951958076"
"ASCEN_2 STOCD_10 TACT_11 ==> CATL_1 SANI_2" " 309126 #CONF: 0.9820756874904691"
"STOCD_10 TACT_11 ==> ASCEN_2 CATL_1 SANI_2" " 309126 #CONF: 0.9162763951958076"
"ASCEN_2 CMBL_2 COUPLE_2 SANI_2 ==> INAT_11" " 252884 #CONF: 0.9089386418612676"
"ASCEN_2 CMBL_2 COUPLE_2 INAT_11 ==> SANI_2" " 252884 #CONF: 0.9713605285396021"
"ASCEN_2 CMBL_2 COUPLE_2 ==> INAT_11 SANI_2" " 252884 #CONF: 0.879783188780924"
"ASCEN_2 CMBL_2 GARL_1 SANI_2 ==> INAT_11" " 315911 #CONF: 0.8949852540802711"
"ASCEN_2 CMBL_2 GARL_1 INAT_11 ==> SANI_2" " 315911 #CONF: 0.981708965590108"
"ASCEN_2 CMBL_2 GARL_1 ==> INAT_11 SANI_2" " 315911 #CONF: 0.8761554782078127"
"CMBL_2 GARL_1 SANI_2 STOCD_10 ==> ASCEN_2" " 225528 #CONF: 0.9049826048224969"
"ASCEN_2 CMBL_2 GARL_1 STOCD_10 ==> SANI_2" " 225528 #CONF: 0.9838416974942417"
