itemset support
"CMBL_2 TACT_11 ==> CATL_1" " 264289 #CONF: 1.0"
"CMBL_3 GARL_1 ==> CATL_1" " 149990 #CONF: 1.0"
"CMBL_3 INAT_11 ==> CATL_1" " 168899 #CONF: 1.0"
"CMBL_3 SANI_2 ==> CATL_1" " 179509 #CONF: 1.0"
"CATL_1 CMBL_3 ==> SANI_2" " 179509 #CONF: 0.9755817871544874"
"CMBL_3 ==> CATL_1 SANI_2" " 179509 #CONF: 0.9755817871544874"
"CMBL_4 COUPLE_2 ==> CATL_1" " 152358 #CONF: 1.0"
"CMBL_4 GARL_1 ==> CATL_1" " 192382 #CONF: 1.0"
"CMBL_4 INAT_11 ==> CATL_1" " 249216 #CONF: 1.0"
"CMBL_4 NA38_ZZ ==> CATL_1" " 157538 #CONF: 1.0"
"CMBL_4 SANI_2 ==> CATL_1" " 270122 #CONF: 1.0"
"CATL_1 CMBL_4 ==> SANI_2" " 270122 #CONF: 0.9708551527328012"
"CMBL_4 ==> CATL_1 SANI_2" " 270122 #CONF: 0.9708551527328012"
"CMBL_6 GARL_1 ==> CATL_1" " 171365 #CONF: 1.0"
"CMBL_6 INAT_11 ==> CATL_1" " 195838 #CONF: 1.0"
"CMBL_6 SANI_2 ==> CATL_1" " 202716 #CONF: 1.0"
"CATL_1 CMBL_6 ==> SANI_2" " 202716 #CONF: 0.9723802488559724"
"CMBL_6 ==> CATL_1 SANI_2" " 202716 #CONF: 0.9723802488559724"
"CMBL_6 STOCD_10 ==> CATL_1" " 178125 #CONF: 1.0"
"COUPLE_1 CS1_7 ==> CATL_1" " 188576 #CONF: 0.9953708835436758"
"COUPLE_1 DIPL_15_A ==> CATL_1" " 181676 #CONF: 0.9878903552416219"
"COUPLE_1 DIPL_15_B ==> CATL_1" " 202472 #CONF: 0.9976152466544472"
"COUPLE_1 DIPL_15_D ==> CATL_1" " 194396 #CONF: 0.9980131736342494"
"COUPLE_1 GARL_1 ==> CATL_1" " 526238 #CONF: 1.0"
"COUPLE_1 GARL_2 ==> CATL_1" " 164847 #CONF: 1.0"
"COUPLE_1 INAT_11 ==> CATL_1" " 588430 #CONF: 0.9947913056561923"
"COUPLE_1 MODV_32 ==> CATL_1" " 328805 #CONF: 1.0"
"CATL_1 MODV_32 ==> COUPLE_1" " 328805 #CONF: 0.9942336534507366"
"MODV_32 ==> CATL_1 COUPLE_1" " 328805 #CONF: 0.9942336534507366"
"COUPLE_1 MODV_40 ==> CATL_1" " 276485 #CONF: 1.0"
"CATL_1 MODV_40 ==> COUPLE_1" " 276485 #CONF: 0.993235573054374"
"MODV_40 ==> CATL_1 COUPLE_1" " 276485 #CONF: 0.993235573054374"
"COUPLE_1 NA38_ZZ ==> CATL_1" " 301192 #CONF: 0.9921567464827241"
"COUPLE_1 NBPI_4 ==> CATL_1" " 180628 #CONF: 1.0"
"COUPLE_1 NBPI_5 ==> CATL_1" " 189732 #CONF: 1.0"
"COUPLE_1 NPERR_2 ==> CATL_1" " 336482 #CONF: 1.0"
"COUPLE_1 SANI_2 ==> CATL_1" " 673290 #CONF: 1.0"
"CATL_1 COUPLE_1 ==> SANI_2" " 673290 #CONF: 0.9742506348712532"
"COUPLE_1 ==> CATL_1 SANI_2" " 673290 #CONF: 0.9691962878352759"
"COUPLE_1 SEXE_1 ==> CATL_1" " 346349 #CONF: 0.9935569930721898"
"COUPLE_1 SEXE_2 ==> CATL_1" " 344736 #CONF: 0.9960762105092836"
"COUPLE_1 STOCD_10 ==> CATL_1" " 455872 #CONF: 1.0"
"COUPLE_1 SURF_5 ==> CATL_1" " 185517 #CONF: 1.0"
"COUPLE_1 SURF_6 ==> CATL_1" " 149891 #CONF: 1.0"
"COUPLE_1 SURF_7 ==> CATL_1" " 177454 #CONF: 1.0"
"COUPLE_1 TACT_11 ==> CATL_1" " 389893 #CONF: 0.9968730504505058"
"COUPLE_1 TACT_21 ==> CATL_1" " 189331 #CONF: 0.9953264640942067"
"COUPLE_2 CS1_8 ==> CATL_1" " 401491 #CONF: 0.9715474205624212"
"COUPLE_2 DIPL_15_Z ==> CATL_1" " 240119 #CONF: 0.992132979097028"
"CATL_1 DIPL_15_Z ==> COUPLE_2" " 240119 #CONF: 1.0"
"DIPL_15_Z ==> CATL_1 COUPLE_2" " 240119 #CONF: 0.992132979097028"
"COUPLE_2 GARL_1 ==> CATL_1" " 459182 #CONF: 1.0"
"COUPLE_2 GARL_2 ==> CATL_1" " 294027 #CONF: 1.0"
"COUPLE_2 INAT_11 ==> CATL_1" " 678917 #CONF: 0.9672477511233698"
"COUPLE_2 MODV_11 ==> CATL_1" " 302022 #CONF: 1.0"
"CATL_1 MODV_11 ==> COUPLE_2" " 302022 #CONF: 0.9983637283194002"
"MODV_11 ==> CATL_1 COUPLE_2" " 302022 #CONF: 0.9983637283194002"
"COUPLE_2 MODV_50 ==> CATL_1" " 170658 #CONF: 1.0"
"CATL_1 MODV_50 ==> COUPLE_2" " 170658 #CONF: 0.9638917600013556"
"MODV_50 ==> CATL_1 COUPLE_2" " 170658 #CONF: 0.9638917600013556"
"COUPLE_2 NA38_ZZ ==> CATL_1" " 562354 #CONF: 0.961722897170689"
"COUPLE_2 NBPI_3 ==> CATL_1" " 147542 #CONF: 1.0"
"COUPLE_2 NBPI_4 ==> CATL_1" " 188993 #CONF: 1.0"
"COUPLE_2 NBPI_5 ==> CATL_1" " 159313 #CONF: 1.0"
"COUPLE_2 NPERR_1 ==> CATL_1" " 249484 #CONF: 1.0"
"CATL_1 NPERR_1 ==> COUPLE_2" " 249484 #CONF: 0.9628386070942021"
"NPERR_1 ==> CATL_1 COUPLE_2" " 249484 #CONF: 0.9628386070942021"
"COUPLE_2 NPERR_4 ==> CATL_1" " 152364 #CONF: 1.0"
"COUPLE_2 SANI_2 ==> CATL_1" " 726957 #CONF: 1.0"
"CATL_1 COUPLE_2 ==> SANI_2" " 726957 #CONF: 0.9651464600130907"
"COUPLE_2 SEXE_1 ==> CATL_1" " 352942 #CONF: 0.96359312760561"
"COUPLE_2 SEXE_2 ==> CATL_1" " 400267 #CONF: 0.9677799189057842"
"COUPLE_2 STOCD_10 ==> CATL_1" " 342170 #CONF: 1.0"
"COUPLE_2 STOCD_21 ==> CATL_1" " 192234 #CONF: 1.0"
"COUPLE_2 STOCD_22 ==> CATL_1" " 180950 #CONF: 1.0"
"COUPLE_2 SURF_4 ==> CATL_1" " 167808 #CONF: 1.0"
"COUPLE_2 SURF_5 ==> CATL_1" " 178867 #CONF: 1.0"
"COUPLE_2 TACT_11 ==> CATL_1" " 190855 #CONF: 0.9780714790861664"
"COUPLE_2 TACT_23 ==> CATL_1" " 240119 #CONF: 0.992132979097028"
"CATL_1 TACT_23 ==> COUPLE_2" " 240119 #CONF: 1.0"
"TACT_23 ==> CATL_1 COUPLE_2" " 240119 #CONF: 0.992132979097028"
"CS1_4 INAT_11 ==> CATL_1" " 149586 #CONF: 0.9967615544538622"
"CS1_4 SANI_2 ==> CATL_1" " 160512 #CONF: 1.0"
"CATL_1 CS1_4 ==> SANI_2" " 160512 #CONF: 0.9791556100506926"
"CS1_4 ==> CATL_1 SANI_2" " 160512 #CONF: 0.9756975259862622"
"CS1_4 TACT_11 ==> CATL_1" " 149164 #CONF: 0.9965260148045215"
"CS1_5 INAT_11 ==> CATL_1" " 177015 #CONF: 0.9864197668457303"
"CS1_5 SANI_2 ==> CATL_1" " 195201 #CONF: 1.0"
"CATL_1 CS1_5 ==> SANI_2" " 195201 #CONF: 0.970478127066357"
"CS1_5 ==> CATL_1 SANI_2" " 195201 #CONF: 0.9572524249943605"
"CS1_5 SEXE_2 ==> CATL_1" " 153863 #CONF: 0.9964058594205338"
"CS1_5 TACT_11 ==> CATL_1" " 166911 #CONF: 0.9843830171208842"
"CS1_6 INAT_11 ==> CATL_1" " 149172 #CONF: 0.9900905983473268"
"CS1_6 SANI_2 ==> CATL_1" " 172163 #CONF: 1.0"
"CATL_1 CS1_6 ==> SANI_2" " 172163 #CONF: 0.9613748045566227"
"CS1_6 ==> CATL_1 SANI_2" " 172163 #CONF: 0.9520183587701836"
"CS1_7 GARL_1 ==> CATL_1" " 223387 #CONF: 1.0"
"CS1_7 INAT_11 ==> CATL_1" " 269884 #CONF: 0.9639781547242731"
"CS1_7 MODV_40 ==> CATL_1" " 164786 #CONF: 1.0"
"CS1_7 NA38_ZZ ==> CATL_1" " 301118 #CONF: 0.9646734690608532"
"CATL_1 CS1_7 ==> NA38_ZZ" " 301118 #CONF: 1.0"
"CS1_7 ==> CATL_1 NA38_ZZ" " 301118 #CONF: 0.9646734690608532"
"CS1_7 NPERR_2 ==> CATL_1" " 174545 #CONF: 1.0"
"CS1_7 SANI_2 ==> CATL_1" " 292826 #CONF: 1.0"
"CATL_1 CS1_7 ==> SANI_2" " 292826 #CONF: 0.9724626226263459"
"CS1_7 SEXE_2 ==> CATL_1" " 161877 #CONF: 0.9545985280935981"
"CS1_7 STOCD_10 ==> CATL_1" " 217786 #CONF: 1.0"
"CS1_7 TACT_21 ==> CATL_1" " 301118 #CONF: 0.9646734690608532"
"CATL_1 TACT_21 ==> CS1_7" " 301118 #CONF: 0.993795338583093"
"CATL_1 CS1_7 ==> TACT_21" " 301118 #CONF: 1.0"
"TACT_21 ==> CATL_1 CS1_7" " 301118 #CONF: 0.9582451573483877"
"CS1_7 ==> CATL_1 TACT_21" " 301118 #CONF: 0.9646734690608532"
"CS1_8 DIPL_15_Z ==> CATL_1" " 240119 #CONF: 0.992132979097028"
"CATL_1 DIPL_15_Z ==> CS1_8" " 240119 #CONF: 1.0"
"DIPL_15_Z ==> CATL_1 CS1_8" " 240119 #CONF: 0.992132979097028"
"CS1_8 GARL_1 ==> CATL_1" " 291688 #CONF: 1.0"
"CS1_8 GARL_2 ==> CATL_1" " 177610 #CONF: 1.0"
"CS1_8 INAT_11 ==> CATL_1" " 406963 #CONF: 0.9740151261308697"
"CS1_8 MODV_11 ==> CATL_1" " 261412 #CONF: 1.0"
"CS1_8 NA38_ZZ ==> CATL_1" " 469298 #CONF: 0.9726947885058614"
"CATL_1 CS1_8 ==> NA38_ZZ" " 469298 #CONF: 1.0"
"CS1_8 ==> CATL_1 NA38_ZZ" " 469298 #CONF: 0.9726947885058614"
"CS1_8 SANI_2 ==> CATL_1" " 452550 #CONF: 1.0"
"CATL_1 CS1_8 ==> SANI_2" " 452550 #CONF: 0.9643126542197069"
"CS1_8 SEXE_1 ==> CATL_1" " 210070 #CONF: 0.9653419848170137"
"CS1_8 SEXE_2 ==> CATL_1" " 259228 #CONF: 0.9787359359661708"
"CS1_8 STOCD_10 ==> CATL_1" " 214832 #CONF: 1.0"
"CS1_8 TACT_23 ==> CATL_1" " 240119 #CONF: 0.992132979097028"
"CATL_1 TACT_23 ==> CS1_8" " 240119 #CONF: 1.0"
"TACT_23 ==> CATL_1 CS1_8" " 240119 #CONF: 0.992132979097028"
"DIPL_15_A GARL_1 ==> CATL_1" " 238025 #CONF: 1.0"
"DIPL_15_A INAT_11 ==> CATL_1" " 308448 #CONF: 0.9564397697955944"
"DIPL_15_A NA38_ZZ ==> CATL_1" " 292781 #CONF: 0.9544675107906164"
"DIPL_15_A SANI_2 ==> CATL_1" " 364077 #CONF: 1.0"
"CATL_1 DIPL_15_A ==> SANI_2" " 364077 #CONF: 0.9603288694519106"
"DIPL_15_A SEXE_1 ==> CATL_1" " 161175 #CONF: 0.9570620999251808"
"DIPL_15_A SEXE_2 ==> CATL_1" " 217942 #CONF: 0.9608122346592838"
"DIPL_15_A STOCD_10 ==> CATL_1" " 199444 #CONF: 1.0"
"DIPL_15_A TACT_21 ==> CATL_1" " 148525 #CONF: 0.9509555975285718"
"DIPL_15_B GARL_1 ==> CATL_1" " 220272 #CONF: 1.0"
"DIPL_15_B INAT_11 ==> CATL_1" " 279844 #CONF: 0.9869265141015197"
"DIPL_15_B NA38_ZZ ==> CATL_1" " 147744 #CONF: 0.9802807930146766"
"DIPL_15_B SANI_2 ==> CATL_1" " 297995 #CONF: 1.0"
"CATL_1 DIPL_15_B ==> SANI_2" " 297995 #CONF: 0.9700042316330849"
"DIPL_15_B ==> CATL_1 SANI_2" " 297995 #CONF: 0.9571276694834957"
"DIPL_15_B SEXE_1 ==> CATL_1" " 171435 #CONF: 0.984189587172554"
"DIPL_15_B STOCD_10 ==> CATL_1" " 182937 #CONF: 1.0"
"DIPL_15_B TACT_11 ==> CATL_1" " 159466 #CONF: 0.9927720744333145"
"DIPL_15_C INAT_11 ==> CATL_1" " 190327 #CONF: 0.9783035549067582"
"DIPL_15_C SANI_2 ==> CATL_1" " 208305 #CONF: 1.0"
"CATL_1 DIPL_15_C ==> SANI_2" " 208305 #CONF: 0.9736517373867684"
"DIPL_15_C ==> CATL_1 SANI_2" " 208305 #CONF: 0.9516119453441573"
"DIPL_15_D GARL_1 ==> CATL_1" " 220797 #CONF: 1.0"
"DIPL_15_D INAT_11 ==> CATL_1" " 267748 #CONF: 0.990917905863021"
"DIPL_15_D SANI_2 ==> CATL_1" " 297562 #CONF: 1.0"
"CATL_1 DIPL_15_D ==> SANI_2" " 297562 #CONF: 0.9791251242160405"
"DIPL_15_D ==> CATL_1 SANI_2" " 297562 #CONF: 0.9690710905721702"
"DIPL_15_D SEXE_2 ==> CATL_1" " 161450 #CONF: 0.9904907975460123"
"DIPL_15_D STOCD_10 ==> CATL_1" " 183632 #CONF: 1.0"
"DIPL_15_D TACT_11 ==> CATL_1" " 218523 #CONF: 0.9968523764557758"
"DIPL_15_Z GARL_1 ==> CATL_1" " 161077 #CONF: 1.0"
"DIPL_15_Z INAT_11 ==> CATL_1" " 220980 #CONF: 0.9926331865959932"
"DIPL_15_Z MODV_11 ==> CATL_1" " 190714 #CONF: 1.0"
"DIPL_15_Z NA38_ZZ ==> CATL_1" " 240119 #CONF: 0.992132979097028"
"CATL_1 DIPL_15_Z ==> NA38_ZZ" " 240119 #CONF: 1.0"
"DIPL_15_Z ==> CATL_1 NA38_ZZ" " 240119 #CONF: 0.992132979097028"
"DIPL_15_Z SANI_2 ==> CATL_1" " 232308 #CONF: 1.0"
"CATL_1 DIPL_15_Z ==> SANI_2" " 232308 #CONF: 0.9674702959782441"
"DIPL_15_Z ==> CATL_1 SANI_2" " 232308 #CONF: 0.9598591869367787"
"DIPL_15_Z TACT_23 ==> CATL_1" " 240119 #CONF: 0.992132979097028"
"CATL_1 TACT_23 ==> DIPL_15_Z" " 240119 #CONF: 1.0"
"CATL_1 DIPL_15_Z ==> TACT_23" " 240119 #CONF: 1.0"
"TACT_23 ==> CATL_1 DIPL_15_Z" " 240119 #CONF: 0.992132979097028"
"DIPL_15_Z ==> CATL_1 TACT_23" " 240119 #CONF: 0.992132979097028"
"GARL_1 INAT_11 ==> CATL_1" " 892894 #CONF: 1.0"
"GARL_1 MODV_11 ==> CATL_1" " 221048 #CONF: 1.0"
"GARL_1 MODV_32 ==> CATL_1" " 247092 #CONF: 1.0"
"GARL_1 MODV_40 ==> CATL_1" " 226983 #CONF: 1.0"
"GARL_1 NA38_ZZ ==> CATL_1" " 563973 #CONF: 1.0"
"GARL_1 NBPI_4 ==> CATL_1" " 243540 #CONF: 1.0"
"GARL_1 NBPI_5 ==> CATL_1" " 274982 #CONF: 1.0"
"GARL_1 NBPI_6 ==> CATL_1" " 151648 #CONF: 1.0"
"GARL_1 NPERR_2 ==> CATL_1" " 315266 #CONF: 1.0"
"GARL_1 NPERR_3 ==> CATL_1" " 195492 #CONF: 1.0"
"GARL_1 NPERR_4 ==> CATL_1" " 210216 #CONF: 1.0"
"GARL_1 SANI_2 ==> CATL_1" " 963323 #CONF: 1.0"
"CATL_1 GARL_1 ==> SANI_2" " 963323 #CONF: 0.9775760589393355"
"GARL_1 ==> CATL_1 SANI_2" " 963323 #CONF: 0.9775760589393355"
"GARL_1 SEXE_1 ==> CATL_1" " 482709 #CONF: 1.0"
"GARL_1 SEXE_2 ==> CATL_1" " 502711 #CONF: 1.0"
"GARL_1 STOCD_10 ==> CATL_1" " 662586 #CONF: 1.0"
"GARL_1 STOCD_21 ==> CATL_1" " 180525 #CONF: 1.0"
"GARL_1 SURF_4 ==> CATL_1" " 157871 #CONF: 1.0"
"GARL_1 SURF_5 ==> CATL_1" " 259673 #CONF: 1.0"
"GARL_1 SURF_6 ==> CATL_1" " 219372 #CONF: 1.0"
"GARL_1 SURF_7 ==> CATL_1" " 271844 #CONF: 1.0"
"GARL_1 TACT_11 ==> CATL_1" " 421447 #CONF: 1.0"
"GARL_1 TACT_21 ==> CATL_1" " 224486 #CONF: 1.0"
"GARL_1 TACT_23 ==> CATL_1" " 161077 #CONF: 1.0"
"GARL_2 INAT_11 ==> CATL_1" " 374453 #CONF: 1.0"
"GARL_2 NA38_ZZ ==> CATL_1" " 299573 #CONF: 1.0"
"GARL_2 SANI_2 ==> CATL_1" " 436924 #CONF: 1.0"
"CATL_1 GARL_2 ==> SANI_2" " 436924 #CONF: 0.952165518203254"
"GARL_2 ==> CATL_1 SANI_2" " 436924 #CONF: 0.952165518203254"
"GARL_2 SEXE_1 ==> CATL_1" " 216582 #CONF: 1.0"
"GARL_2 SEXE_2 ==> CATL_1" " 242292 #CONF: 1.0"
"GARL_2 STOCD_22 ==> CATL_1" " 159274 #CONF: 1.0"
"GARL_2 TACT_11 ==> CATL_1" " 159301 #CONF: 1.0"
"INAT_11 MODV_11 ==> CATL_1" " 278562 #CONF: 1.0"
"INAT_11 MODV_32 ==> CATL_1" " 268452 #CONF: 1.0"
"INAT_11 MODV_40 ==> CATL_1" " 247862 #CONF: 1.0"
"INAT_11 MODV_50 ==> CATL_1" " 160015 #CONF: 1.0"
"INAT_11 NA38_ZZ ==> CATL_1" " 751483 #CONF: 0.9723856919557363"
"INAT_11 NBPI_3 ==> CATL_1" " 219413 #CONF: 1.0"
"INAT_11 NBPI_4 ==> CATL_1" " 317893 #CONF: 1.0"
"INAT_11 NBPI_5 ==> CATL_1" " 313940 #CONF: 1.0"
"INAT_11 NBPI_6 ==> CATL_1" " 166826 #CONF: 1.0"
"INAT_11 NPERR_1 ==> CATL_1" " 232412 #CONF: 1.0"
"INAT_11 NPERR_2 ==> CATL_1" " 384555 #CONF: 1.0"
"INAT_11 NPERR_3 ==> CATL_1" " 242897 #CONF: 1.0"
"INAT_11 NPERR_4 ==> CATL_1" " 249774 #CONF: 1.0"
"INAT_11 SANI_2 ==> CATL_1" " 1234826 #CONF: 1.0"
"CATL_1 INAT_11 ==> SANI_2" " 1234826 #CONF: 0.974339308808085"
"INAT_11 ==> CATL_1 SANI_2" " 1234826 #CONF: 0.9547006108625448"
"INAT_11 SEXE_1 ==> CATL_1" " 613669 #CONF: 0.9793444747307744"
"INAT_11 SEXE_2 ==> CATL_1" " 653678 #CONF: 0.9803135849311267"
"INAT_11 STOCD_10 ==> CATL_1" " 732594 #CONF: 1.0"
"INAT_11 STOCD_21 ==> CATL_1" " 277002 #CONF: 1.0"
"INAT_11 STOCD_22 ==> CATL_1" " 213882 #CONF: 1.0"
"INAT_11 SURF_4 ==> CATL_1" " 243789 #CONF: 1.0"
"INAT_11 SURF_5 ==> CATL_1" " 319649 #CONF: 1.0"
"INAT_11 SURF_6 ==> CATL_1" " 246581 #CONF: 1.0"
"INAT_11 SURF_7 ==> CATL_1" " 289154 #CONF: 1.0"
"INAT_11 TACT_11 ==> CATL_1" " 515864 #CONF: 0.9909161283382604"
"INAT_11 TACT_21 ==> CATL_1" " 271161 #CONF: 0.9634668476387759"
"INAT_11 TACT_23 ==> CATL_1" " 220980 #CONF: 0.9926331865959932"
"MODV_11 NA38_ZZ ==> CATL_1" " 271675 #CONF: 1.0"
"MODV_11 SANI_2 ==> CATL_1" " 293318 #CONF: 1.0"
"CATL_1 MODV_11 ==> SANI_2" " 293318 #CONF: 0.9695917915356823"
"MODV_11 ==> CATL_1 SANI_2" " 293318 #CONF: 0.9695917915356823"
"MODV_11 SEXE_1 ==> CATL_1" " 160787 #CONF: 1.0"
"MODV_11 STOCD_10 ==> CATL_1" " 185172 #CONF: 1.0"
"MODV_11 TACT_23 ==> CATL_1" " 190714 #CONF: 1.0"
"MODV_32 SANI_2 ==> CATL_1" " 321684 #CONF: 1.0"
"CATL_1 MODV_32 ==> SANI_2" " 321684 #CONF: 0.9727013232056896"
"MODV_32 ==> CATL_1 SANI_2" " 321684 #CONF: 0.9727013232056896"
"MODV_32 SEXE_1 ==> CATL_1" " 165353 #CONF: 1.0"
"MODV_32 SEXE_2 ==> CATL_1" " 165359 #CONF: 1.0"
"MODV_32 STOCD_10 ==> CATL_1" " 210736 #CONF: 1.0"
"MODV_32 TACT_11 ==> CATL_1" " 245069 #CONF: 1.0"
"MODV_40 NA38_ZZ ==> CATL_1" " 194740 #CONF: 1.0"
"MODV_40 NPERR_2 ==> CATL_1" " 270568 #CONF: 1.0"
"CATL_1 MODV_40 ==> NPERR_2" " 270568 #CONF: 0.971979537877917"
"MODV_40 ==> CATL_1 NPERR_2" " 270568 #CONF: 0.971979537877917"
"MODV_40 SANI_2 ==> CATL_1" " 272116 #CONF: 1.0"
"CATL_1 MODV_40 ==> SANI_2" " 272116 #CONF: 0.9775405218990688"
"MODV_40 ==> CATL_1 SANI_2" " 272116 #CONF: 0.9775405218990688"
"MODV_40 STOCD_10 ==> CATL_1" " 218355 #CONF: 1.0"
"MODV_40 TACT_21 ==> CATL_1" " 165380 #CONF: 1.0"
"MODV_50 NPERR_1 ==> CATL_1" " 177051 #CONF: 1.0"
"CATL_1 MODV_50 ==> NPERR_1" " 177051 #CONF: 1.0"
"MODV_50 ==> CATL_1 NPERR_1" " 177051 #CONF: 1.0"
"MODV_50 SANI_2 ==> CATL_1" " 170278 #CONF: 1.0"
"CATL_1 MODV_50 ==> SANI_2" " 170278 #CONF: 0.9617454857639889"
"MODV_50 ==> CATL_1 SANI_2" " 170278 #CONF: 0.9617454857639889"
"NA38_ZZ NBPI_3 ==> CATL_1" " 151530 #CONF: 1.0"
"NA38_ZZ NBPI_4 ==> CATL_1" " 230574 #CONF: 1.0"
"NA38_ZZ NBPI_5 ==> CATL_1" " 211953 #CONF: 1.0"
"NA38_ZZ NPERR_1 ==> CATL_1" " 157568 #CONF: 1.0"
"NA38_ZZ NPERR_2 ==> CATL_1" " 259836 #CONF: 1.0"
"NA38_ZZ NPERR_4 ==> CATL_1" " 162342 #CONF: 1.0"
"NA38_ZZ SANI_2 ==> CATL_1" " 834217 #CONF: 1.0"
"CATL_1 NA38_ZZ ==> SANI_2" " 834217 #CONF: 0.9660365516139268"
"NA38_ZZ SEXE_1 ==> CATL_1" " 397112 #CONF: 0.9723247187297235"
"NA38_ZZ SEXE_2 ==> CATL_1" " 466434 #CONF: 0.971952139430791"
"NA38_ZZ STOCD_10 ==> CATL_1" " 460670 #CONF: 1.0"
"NA38_ZZ STOCD_21 ==> CATL_1" " 173023 #CONF: 1.0"
"NA38_ZZ STOCD_22 ==> CATL_1" " 195041 #CONF: 1.0"
"NA38_ZZ SURF_4 ==> CATL_1" " 180200 #CONF: 1.0"
"NA38_ZZ SURF_5 ==> CATL_1" " 228495 #CONF: 1.0"
"NA38_ZZ SURF_6 ==> CATL_1" " 159628 #CONF: 1.0"
"NA38_ZZ SURF_7 ==> CATL_1" " 172898 #CONF: 1.0"
"NA38_ZZ TACT_21 ==> CATL_1" " 302998 #CONF: 0.964227864778083"
"CATL_1 TACT_21 ==> NA38_ZZ" " 302998 #CONF: 1.0"
"TACT_21 ==> CATL_1 NA38_ZZ" " 302998 #CONF: 0.964227864778083"
"NA38_ZZ TACT_23 ==> CATL_1" " 240119 #CONF: 0.992132979097028"
"CATL_1 TACT_23 ==> NA38_ZZ" " 240119 #CONF: 1.0"
"TACT_23 ==> CATL_1 NA38_ZZ" " 240119 #CONF: 0.992132979097028"
"NBPI_3 SANI_2 ==> CATL_1" " 249733 #CONF: 1.0"
"CATL_1 NBPI_3 ==> SANI_2" " 249733 #CONF: 0.9587378733957563"
"NBPI_3 ==> CATL_1 SANI_2" " 249733 #CONF: 0.9587378733957563"
"NBPI_3 SURF_4 ==> CATL_1" " 153561 #CONF: 1.0"
"NBPI_4 SANI_2 ==> CATL_1" " 356532 #CONF: 1.0"
"CATL_1 NBPI_4 ==> SANI_2" " 356532 #CONF: 0.9645880510035956"
"NBPI_4 ==> CATL_1 SANI_2" " 356532 #CONF: 0.9645880510035956"
"NBPI_4 SEXE_1 ==> CATL_1" " 175977 #CONF: 1.0"
"NBPI_4 SEXE_2 ==> CATL_1" " 193644 #CONF: 1.0"
"NBPI_4 STOCD_10 ==> CATL_1" " 184655 #CONF: 1.0"
"NBPI_4 SURF_5 ==> CATL_1" " 171485 #CONF: 1.0"
"NBPI_5 SANI_2 ==> CATL_1" " 340632 #CONF: 1.0"
"CATL_1 NBPI_5 ==> SANI_2" " 340632 #CONF: 0.9758970906330129"
"NBPI_5 ==> CATL_1 SANI_2" " 340632 #CONF: 0.9758970906330129"
"NBPI_5 SEXE_1 ==> CATL_1" " 171585 #CONF: 1.0"
"NBPI_5 SEXE_2 ==> CATL_1" " 177460 #CONF: 1.0"
"NBPI_5 STOCD_10 ==> CATL_1" " 249407 #CONF: 1.0"
"NBPI_6 SANI_2 ==> CATL_1" " 176973 #CONF: 1.0"
"CATL_1 NBPI_6 ==> SANI_2" " 176973 #CONF: 0.9821302714311877"
"NBPI_6 ==> CATL_1 SANI_2" " 176973 #CONF: 0.9821302714311877"
"NBPI_6 STOCD_10 ==> CATL_1" " 151832 #CONF: 1.0"
"NPERR_1 SANI_2 ==> CATL_1" " 249415 #CONF: 1.0"
"CATL_1 NPERR_1 ==> SANI_2" " 249415 #CONF: 0.9625723140097178"
"NPERR_1 ==> CATL_1 SANI_2" " 249415 #CONF: 0.9625723140097178"
"NPERR_2 SANI_2 ==> CATL_1" " 419040 #CONF: 1.0"
"CATL_1 NPERR_2 ==> SANI_2" " 419040 #CONF: 0.9742352169849484"
"NPERR_2 ==> CATL_1 SANI_2" " 419040 #CONF: 0.9742352169849484"
"NPERR_2 SEXE_1 ==> CATL_1" " 206684 #CONF: 1.0"
"NPERR_2 SEXE_2 ==> CATL_1" " 223438 #CONF: 1.0"
"NPERR_2 STOCD_10 ==> CATL_1" " 265296 #CONF: 1.0"
"NPERR_2 TACT_11 ==> CATL_1" " 170286 #CONF: 1.0"
"NPERR_2 TACT_21 ==> CATL_1" " 175288 #CONF: 1.0"
"NPERR_3 SANI_2 ==> CATL_1" " 266319 #CONF: 1.0"
"CATL_1 NPERR_3 ==> SANI_2" " 266319 #CONF: 0.9731960797211077"
"NPERR_3 ==> CATL_1 SANI_2" " 266319 #CONF: 0.9731960797211077"
"NPERR_3 STOCD_10 ==> CATL_1" " 156699 #CONF: 1.0"
"NPERR_4 SANI_2 ==> CATL_1" " 275092 #CONF: 1.0"
"CATL_1 NPERR_4 ==> SANI_2" " 275092 #CONF: 0.9742322076155938"
"NPERR_4 ==> CATL_1 SANI_2" " 275092 #CONF: 0.9742322076155938"
"NPERR_4 STOCD_10 ==> CATL_1" " 181792 #CONF: 1.0"
"SANI_2 SEXE_1 ==> CATL_1" " 676919 #CONF: 1.0"
"CATL_1 SEXE_1 ==> SANI_2" " 676919 #CONF: 0.9680075962653601"
"SANI_2 SEXE_2 ==> CATL_1" " 723328 #CONF: 1.0"
"CATL_1 SEXE_2 ==> SANI_2" " 723328 #CONF: 0.9709061574248694"
"SEXE_2 ==> CATL_1 SANI_2" " 723328 #CONF: 0.9521394995570545"
"SANI_2 STOCD_10 ==> CATL_1" " 780912 #CONF: 1.0"
"CATL_1 STOCD_10 ==> SANI_2" " 780912 #CONF: 0.9785349643251859"
"STOCD_10 ==> CATL_1 SANI_2" " 780912 #CONF: 0.9785349643251859"
